Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
105.449,81.058,7.124,3.1758927300074054,74.81,901.6,935.9,113.9,104.3,148.1,874.6,8.81,18.71,1.0
105.449,81.362,6.864,3.1900675355613743,74.83,903.1,918.2,120.5,106.4808419318227,145.6,937.7,8.85,18.75,1.0
106.222,81.36,6.968,3.27,74.82,913.6,929.1,113.0,103.1,145.6,907.8,8.84,18.73,2.0
106.132,81.446,6.084,2.92,75.67,904.6,920.6,111.8,104.1,145.8,886.6,8.86,18.71,4.0
106.078,81.375,6.188,2.88,75.62,904.6,920.4,121.7,105.8,145.9,894.5,8.86,18.71,4.0
106.083,82.04,11.128,2.99,75.64,902.4,916.4,112.4,100.9,146.0,876.0,8.76,18.8,4.0
106.015,81.422,6.188,2.89,75.66,906.0,922.8,116.0,104.7,145.3,910.5,8.94,18.63,4.0
106.47385378388572,81.058,6.864,3.1901888519586685,74.81,879.0866464298329,896.8,113.9,104.3,146.0,922.3,8.85,18.75,1.0
106.287,81.326,6.968,3.22,74.82,884.1,900.9,119.9,105.5,145.9,915.5,8.8,18.77,2.0
106.118,82.065,10.66,2.86,75.61,904.8,918.4,113.6,105.7,145.1,894.4,8.92,18.64,4.0
106.043,81.146,6.968,3.19,74.83,908.4,924.9,115.7,104.3,146.5,921.2,8.88,18.69,2.0
106.254,81.252,6.968,3.2,74.82,916.2,934.5,114.2,104.4,145.4,910.6,8.83,18.74,2.0
105.938,81.13,6.239999999999999,3.35,75.74,894.6,911.0,116.6,105.2,146.1,881.5,8.75,18.81,3.0
106.036,82.063,10.972,2.92,75.6,901.2,915.5,120.2,105.7,145.8,893.4,8.86,18.7,4.0
106.146,81.456,6.188,2.88,75.64,905.7,922.8,115.4,105.9,146.2,895.5,8.94,18.63,4.0
105.902,81.027,6.968,3.1838568331069186,74.82,903.1,935.9,118.4,107.8,145.9,930.5,8.83,18.77,1.0
106.042,81.26,6.188,3.34,75.73,890.4,910.1,113.9,104.0,146.3,881.8,8.76,18.81,3.0
106.076,81.459,6.084,2.84,75.64,907.3,922.1,120.5,107.2,145.8,916.8,9.0,18.57,4.0
105.944,80.617,6.968,3.190302022749315,74.82,908.6,902.6608198108656,127.3,104.9,145.9,926.5,8.85,18.73,1.0
106.33,81.503,6.968,3.24,74.82,912.1,930.0,116.9,104.0,145.7,906.2,8.81,18.76,2.0
106.167,81.185,6.968,3.19,74.83,913.2,926.7,119.0,106.6,145.6,917.0,8.83,18.74,2.0
105.794,81.16,6.188,3.41,75.74,892.6,917.1,115.4,105.2,146.8,887.2,8.76,18.81,3.0
106.062,81.956,11.128,2.97,75.65,901.4,918.2,115.1,102.5,146.3,878.0,8.76,18.8,4.0
106.253,81.357,6.968,3.19,74.82,883.0,899.4,117.5,105.7,145.9,915.0,8.79,18.78,2.0
106.213,81.416,6.084,2.89,75.63,903.5,919.3,119.9,105.3,145.8,891.3,8.86,18.7,4.0
106.136,82.04,10.972,2.9,75.61,900.7,916.7,114.5,105.8,145.7,908.5,8.87,18.7,3.0
106.144,82.103,10.972,2.94,75.62,899.8,918.0,112.7,102.8,145.8,882.7,8.84,18.73,4.0
106.536,81.475,6.968,3.2,74.82,880.4,896.8,113.9,104.7,146.3,915.8,8.8,18.76,2.0
106.371,81.413,6.968,3.17,74.83,883.7,901.1,115.1,105.0,147.6,921.8,8.82,18.75,1.0
106.044,81.441,6.084,2.87,75.6,906.2,923.0,115.7,105.4,146.0,911.3,8.95,18.62,3.0
106.114,81.97,11.128,2.96,75.66,900.5,917.5,116.6,103.6,145.7,880.7,8.84,18.73,4.0
106.497,81.338,6.968,3.18,74.82,912.1,925.8,122.0,105.2,146.3,913.7,8.83,18.74,2.0
105.942,81.23,6.188,3.37,75.73,897.4,914.9,116.6,103.7,145.1,882.0,8.76,18.81,3.0
105.449,81.402,6.864,3.16,74.83,879.2566392882925,902.6167520928594,120.5,107.3,146.0,920.2,8.68,18.71,1.0
105.878,81.238,6.292,3.34,75.74,895.9,913.6,111.2,101.9,147.2,879.6,8.74,18.82,3.0
106.149,81.453,6.136,2.84,75.65,905.9,920.3,126.1,109.5,146.3,907.9,8.88,18.69,4.0
106.275,81.355,6.968,3.23,74.83,907.3,925.6,112.4,102.5,145.8,916.4,8.8,18.77,2.0
105.931,81.264,6.188,3.34,75.72,894.1,913.6,114.8,105.4,147.1,887.4,8.78,18.79,3.0
106.199,81.381,6.968,3.21,74.81,912.1,929.1,118.7,105.4,147.4,912.4,8.84,18.73,2.0
106.072,81.376,6.084,2.88,75.64,905.3,919.7,120.8,107.9,146.1,899.6,8.96,18.61,4.0
106.04,82.072,11.128,2.87,75.65,901.4,916.2,122.9,105.7,145.4,909.4,8.97,18.6,4.0
105.884,81.274,6.188,3.33,75.78,893.9,913.2,111.2,104.1,146.8,896.7,8.8,18.76,3.0
105.905,81.25,6.188,3.32,75.74,891.5,911.0,117.5,105.9,147.0,885.5,8.71,18.85,3.0
106.244,81.408,6.968,3.22,74.8,910.7,928.0,118.4,105.8,148.6,915.4,8.79,18.78,2.0
105.795,81.064,6.188,3.55,75.72,892.6,914.4,119.9,102.3,145.8,849.7,8.66,18.91,3.0
105.845,81.182,6.188,3.35,75.74,890.7,911.8,116.0,105.5,146.6,889.1,8.72,18.85,3.0
105.998,81.337,6.188,3.24,75.72,889.8,911.4,124.1,109.6,145.3,904.3,8.81,18.76,2.0
106.083,81.421,6.188,2.83,75.64,903.5,919.7,120.2,108.0,144.9,914.4,8.98,18.59,4.0
106.208,81.241,6.968,3.2,74.82,906.8,925.1,114.2,104.7,146.1,916.0,8.79,18.77,2.0
106.425,81.41,6.968,3.23,74.82,878.7,898.1,114.2,104.3,147.9,924.5,8.81,18.76,1.0
106.324,81.329,7.02,3.2,74.82,912.3,929.7,115.7,105.4,146.8,917.9,8.84,18.73,2.0
106.326,81.374,6.968,3.28,74.81,916.0,934.6,117.8,102.2,147.1,903.3,8.75,18.82,2.0
106.376,81.285,6.968,3.2,74.81,911.6,926.5,121.7,106.3,145.3,911.5,8.86,18.71,2.0
106.275,81.287,6.968,3.23,74.81,910.8,928.2,118.1,104.4,146.5,916.5,8.83,18.74,2.0
105.842,81.082,6.188,3.37,75.76,894.2,917.1,114.5,105.8,148.3,881.3,8.74,18.83,3.0
106.275,81.284,6.968,3.2,74.82,914.0,927.6,115.4,105.0,145.2,916.7,8.81,18.76,2.0
106.46,81.547,6.968,3.19,74.83,882.8,900.1,115.1,103.6,145.4,926.6,8.83,18.74,2.0
105.934,81.229,6.292,3.34,75.71,889.3,914.9,123.5,109.4,147.7,892.6,8.76,18.8,3.0
106.014,81.995,11.128,2.92,75.62,900.9,918.2,116.9,103.5,145.2,888.8,8.85,18.72,4.0
105.781,80.99,6.292,3.46,75.74,891.8,918.6,118.4,104.9,146.3,868.1,8.74,18.83,3.0
106.191,81.338,6.968,3.26,74.81,912.5,928.2,116.3,102.8,147.1,911.4,8.79,18.78,2.0
106.478,81.362,6.968,3.22,74.82,879.1,895.3,120.5,104.3,145.6,917.5,8.8,18.77,1.0
106.478,81.33,6.968,3.22,74.8,876.7,895.2,114.8,104.2,147.1,926.1,8.84,18.73,1.0
106.009,81.354,6.292,3.29,75.73,890.7,911.2,117.5,106.2,145.0,891.1,8.77,18.8,3.0
105.881,81.231,6.239999999999999,3.37,75.73,893.1,913.1,118.4,107.0,145.7,888.5,8.77,18.8,2.0
106.061,81.409,6.24,2.88,75.63,905.7,922.1,119.9,106.8,146.2,904.4,8.97,18.6,4.0
106.253,81.296,6.968,3.21,74.83,912.1,930.4,116.9,105.8,147.0,912.0,8.82,18.75,2.0
106.223,81.337,6.968,3.26,74.81,913.1,927.1,113.0,102.9,145.3,912.6,8.77,18.8,2.0
105.859,81.073,6.188,3.35,75.76,894.1,914.9,117.8,106.4,146.2,913.9,8.82,18.74,3.0
105.834,81.021,6.292,3.25,75.74,891.5,912.5,117.2,108.0,146.0,904.9,8.89,18.68,4.0
106.083,81.464,6.084,2.85,75.59,904.9,919.5,116.9,107.3,145.6,923.4,8.99,18.58,4.0
106.205,81.295,6.968,3.24,74.81,908.6,926.3,116.6,103.0,146.1,908.6,8.79,18.77,2.0
106.48662706605106,81.437,6.864,3.16,74.83,908.6,938.2,120.5,107.8,145.6,920.2,8.59,18.72,1.0
105.9,81.28,6.188,3.26,75.73,896.1,913.6,123.8,107.9,145.1,899.5,8.8,18.76,3.0
105.754,81.058,6.292,3.52,75.77,893.3,914.9,111.2,102.9,146.9,873.6,8.69,18.88,3.0
106.132,81.361,7.124,3.16,74.83,908.8,924.7,116.0,106.0,145.3,927.6,8.85,18.72,1.0
105.978,81.245,6.239999999999999,3.28,75.71,891.3,910.7,118.7,105.3,146.9,895.8,8.77,18.8,3.0
105.505,81.362,6.968,3.16,74.81,919.4097910069526,935.9,113.9,104.9,145.6,930.5,8.59,18.73,1.0
106.078,82.12,11.128,2.92,75.63,901.8,918.2,112.1,103.4,146.2,913.2,8.94,18.62,4.0
105.978,80.894,6.968,3.15,74.81,921.2,938.5,120.2,109.9,146.8,913.6,8.86,18.71,2.0
105.767,80.882,6.968,3.29,74.82,897.4,913.4,113.9,102.1,147.0,915.8,8.82,18.75,2.0
106.216,81.33,6.968,3.22,74.8,917.5,936.7,114.5,103.0,146.3,914.2,8.83,18.73,2.0
106.136,81.18,6.968,3.21,74.8,911.4,927.8,111.8,103.8,146.5,912.1,8.82,18.75,2.0
106.105,81.219,6.968,3.19,74.8,910.3,927.5,120.2,104.1,145.2,919.5,8.85,18.72,1.0
106.129,81.388,6.084,2.87,75.64,906.6,922.1,119.3,106.1,144.9,892.7,8.93,18.64,4.0
105.505,81.437,6.864,3.16,74.83,885.3145682230514,935.9,120.5,104.3,147.0,933.1,8.81,18.72,1.0
106.241,81.379,6.968,3.21,74.8,913.8,929.9,112.4,104.3,145.9,920.9,8.83,18.73,2.0
106.035,81.427,6.188,2.88,75.67,905.7,921.0,119.9,106.5,146.6,897.3,8.89,18.67,4.0
106.27471631804038,80.617,6.864,3.16,74.83,903.1,935.9,120.5,104.9,146.1,882.3,8.68,18.73,1.0
105.803,80.954,6.968,3.19,74.81,901.1,915.8,118.7,105.9,145.2,919.8,8.89,18.67,2.0
105.934,81.115,6.292,3.34,75.73,890.9,912.0,117.2,106.3,146.9,881.0,8.75,18.82,3.0
105.989,81.227,6.188,3.4,75.73,890.0,908.8,113.6,103.6,146.8,886.4,8.77,18.8,3.0
105.973,81.26,6.292,3.43,75.72,896.5,912.9,118.7,103.5,145.4,864.6,8.71,18.86,3.0
106.325,81.422,6.864,3.16,74.81,913.1,929.3,119.9,105.7,145.4,919.0,8.84,18.73,2.0
105.97,81.284,6.292,3.33,75.73,890.2,915.8,111.5,102.0,145.7,889.7,8.77,18.79,3.0
105.505,81.027,6.864,3.180290956323508,74.82,908.6,935.9,120.5,106.2,145.9,882.3,8.83,18.89,1.0
105.933,81.288,6.292,3.4,75.71,890.5,911.8,115.7,101.9,145.5,874.8,8.7,18.87,3.0
106.084,82.011,11.128,2.99,75.64,900.1,916.9,111.5,101.7,145.5,872.3,8.74,18.83,4.0
106.15,81.241,6.968,3.2,74.82,908.4,926.7,113.3,103.8,146.4,920.1,8.84,18.73,2.0
105.944,81.402,7.228,3.16,74.83,908.6,938.2,120.5,104.9,145.9,917.5,8.85,18.89,1.0
105.963,81.02,7.124,3.16,74.81,908.6,921.7,128.5,110.2,146.2,922.2,8.88,18.69,2.0
106.46461662994312,81.471,6.968,3.16,74.82,886.9,904.0,113.9,104.3,147.0,882.3,8.83,18.73,1.0
106.106,81.145,6.968,3.17,74.81,909.4,923.8,113.0,105.4,145.7,929.3,8.85,18.71,1.0
105.878,81.018,6.968,3.13,74.81,921.2,937.0,118.7,110.9,146.0,918.0,8.87,18.7,2.0
106.041,81.561,6.084,2.9,75.61,906.8,922.3,119.6,106.7,145.9,896.9,8.94,18.63,4.0
105.449,81.402,7.228,3.16,74.82,908.6,935.9,116.9,106.7,145.8,874.6,8.84,18.77,1.0
106.229,81.428,6.968,3.29,74.83,912.1,926.5,112.4,102.8,146.5,902.3,8.79,18.78,2.0
106.13,81.316,6.968,3.21,74.8,908.6,924.7,117.8,106.9,146.2,912.7,8.8,18.76,2.0
106.127,82.159,11.128,2.96,75.66,901.1,915.3,114.2,104.2,145.7,885.9,8.88,18.69,4.0
106.113,82.038,11.128,2.94,75.64,902.5,918.8,113.0,104.8,146.3,885.4,8.83,18.74,4.0
106.066,81.207,6.864,3.19,74.8,907.9,923.9,119.6,106.2,145.9,917.3,8.83,18.73,1.0
106.4761843026486,80.617,7.124,3.16,74.83,886.9,904.0,116.9,104.3,145.6,922.3,8.82,18.73,1.0
106.253,81.379,6.968,3.22,74.85,913.8,928.9,119.0,105.0,146.8,908.0,8.83,18.74,2.0
105.945,81.215,6.188,3.44,75.73,895.9,913.6,110.6,102.4,147.0,870.8,8.72,18.85,3.0
106.237,81.162,6.864,3.18,74.81,908.6,926.3,113.9,104.9,146.0,937.7,8.85,18.72,1.0
106.4638865605136,81.058,6.864,3.22,74.82,903.1,901.9795217856828,120.5,106.2,145.9,930.5,8.85,18.73,1.0
106.037,81.485,6.084,2.87,75.66,905.5,921.2,114.8,105.1,146.9,895.0,8.88,18.68,4.0
106.18,81.446,6.968,3.27,74.83,909.2,926.3,112.4,102.9,145.5,917.5,8.8,18.76,2.0
106.312,81.399,6.968,3.14,74.8,883.5,900.7,127.0,107.4,145.8,930.5,8.9,18.67,2.0
106.082,82.095,11.128,2.93,75.62,902.9,921.2,120.2,105.0,147.0,894.0,8.86,18.71,4.0
106.27437709003512,80.617,6.864,3.16,74.82,879.2377801132947,902.4543685173918,120.5,104.3,146.7,922.3,8.83,18.71,1.0
106.136,82.144,11.128,2.92,75.64,901.8,918.2,118.1,105.2,146.8,895.2,8.89,18.67,4.0
106.368,81.31,6.968,3.3,74.81,910.7,928.7,115.1,102.6,145.6,904.1,8.78,18.78,2.0
105.911,81.155,6.188,3.35,75.75,890.4,911.2,113.6,106.5,148.0,896.0,8.82,18.75,3.0
106.084,81.316,6.968,3.23,74.81,910.8,925.8,119.6,104.4,145.7,912.8,8.85,18.72,2.0
106.044,82.039,11.128,2.99,75.62,900.5,918.0,114.5,103.6,145.7,873.9,8.8,18.77,4.0
106.27593707319102,81.058,6.864,3.22,74.83,903.1,938.2,118.4,104.9,146.0,930.5,8.8,18.72,1.0
106.258,81.341,6.968,3.22,74.81,913.6,928.6,115.1,106.5,146.3,912.5,8.84,18.72,2.0
106.14,81.943,11.128,2.88,75.61,900.9,917.5,115.4,106.7,145.4,895.8,8.9,18.67,4.0
106.16,81.975,11.128,3.02,75.64,900.9,917.7,111.8,102.5,145.1,866.8,8.8,18.77,4.0
106.149,81.5,6.084,2.88,75.65,905.5,921.2,115.4,105.6,145.1,899.1,8.91,18.66,4.0
105.942,81.137,6.968,3.14,74.82,908.1,924.3,116.6,106.8,145.5,927.4,8.87,18.7,2.0
106.258,81.229,6.968,3.19,74.82,910.3,928.0,122.3,106.1,145.6,913.8,8.84,18.73,2.0
106.133,81.09,7.851999999999999,3.13,74.81,920.1,938.9,119.6,109.0,145.7,916.2,8.88,18.68,2.0
105.951,81.332,6.292,3.34,75.74,889.3,914.0,119.6,103.8,145.5,895.4,8.76,18.81,3.0
106.278,81.33,7.02,3.25,74.8,917.3,934.3,117.5,104.6,146.9,916.7,8.83,18.74,2.0
106.07,82.063,11.128,3.01,75.61,900.7,915.3,113.3,103.7,145.6,876.4,8.82,18.75,4.0
106.03,82.067,11.128,2.98,75.64,901.2,917.3,116.6,103.8,146.8,871.0,8.75,18.82,4.0
105.758,80.864,6.968,3.23,74.81,900.9,915.5,116.6,104.1,146.4,918.6,8.78,18.78,2.0
105.817,81.181,6.188,3.27,75.72,889.6,910.7,115.1,106.9,146.3,899.0,8.81,18.75,3.0
106.105,81.468,6.084,2.84,75.63,906.0,919.7,119.9,107.6,145.6,917.0,8.97,18.6,4.0
106.142,81.524,6.24,2.9,75.63,902.5,918.4,119.6,104.4,145.1,896.3,8.9,18.66,4.0
106.045,82.069,11.128,2.96,75.65,900.7,917.1,113.9,102.8,145.4,896.3,8.9,18.67,4.0
106.064,82.049,11.128,2.93,75.62,901.1,915.8,120.5,105.0,145.9,893.4,8.9,18.67,4.0
106.258,81.255,6.968,3.2,74.81,910.7,927.6,120.2,105.5,145.6,914.9,8.83,18.74,2.0
105.982,81.292,6.188,3.29,75.75,890.2,912.3,121.4,106.8,145.1,888.3,8.75,18.82,3.0
106.181,81.424,6.968,3.25,74.81,911.6,926.0,112.1,104.0,145.7,908.1,8.85,18.72,2.0
105.83,81.08,6.188,3.41,75.73,892.6,916.6,119.3,105.5,146.2,874.9,8.73,18.84,3.0
106.104,81.552,7.384,2.92,75.6,903.1,921.4,114.8,104.6,148.6,893.3,8.87,18.69,4.0
105.993,81.233,6.292,3.31,75.74,894.2,914.7,119.6,105.4,146.2,892.8,8.76,18.81,3.0
105.505,81.343,6.968,3.22,74.82,879.5888493233203,896.8,107.3,106.50958127667064,145.8,920.2,8.82,18.75,1.0
105.98,81.261,6.292,3.32,75.73,897.6,915.1,110.9,104.0,145.7,892.8,8.79,18.78,3.0
106.096,82.145,11.128,2.96,75.64,901.2,915.6,113.6,104.0,146.6,892.1,8.85,18.71,4.0
105.794,81.14,6.292,3.34,75.74,893.3,915.1,116.9,106.5,146.2,875.6,8.76,18.81,3.0
105.797,80.802,6.864,3.2,74.8,917.3,936.5,117.8,107.8,145.5,921.8,8.86,18.71,2.0
106.071,81.139,6.968,3.23,74.8,907.9,924.9,114.2,103.5,146.5,910.3,8.79,18.78,2.0
105.449,80.617,6.864,3.2,74.81,908.6,919.9,107.3,107.8,148.1,930.5,8.82,18.76,1.0
106.218,81.324,6.968,3.2,74.81,916.7,933.4,117.2,106.0,146.3,912.6,8.79,18.78,2.0
106.402,81.354,6.864,3.2,74.82,917.3,934.3,117.2,105.3,145.4,910.0,8.86,18.71,2.0
106.136,81.127,7.851999999999999,3.11,74.82,916.4,939.4,120.5,109.4,145.3,930.0,8.94,18.63,2.0
106.27386105587206,80.617,7.124,3.22,74.81,919.8368116453726,926.3,104.6,107.8,145.9,874.6,8.59,18.75,1.0
105.905,81.208,6.292,3.32,75.71,891.7,912.7,115.7,101.7,144.9,895.7,8.9,18.67,4.0
106.247,81.338,6.864,3.19,74.82,918.6,935.0,113.9,104.6,145.3,916.2,8.83,18.74,2.0
106.323,81.343,6.864,3.18164201641677,74.81,919.727678286632,918.2,118.4,104.3,146.1,933.1,8.82,18.71,1.0
106.128,81.233,6.864,3.17,74.82,909.9,926.3,119.9,106.6,145.1,913.3,8.87,18.7,2.0
106.139,82.048,11.128,2.92,75.64,902.5,920.1,121.1,106.6,145.6,887.7,8.86,18.7,4.0
105.902,81.162,6.864,3.16,74.83,885.6531199402178,918.2,107.3,104.3,147.0,923.9,8.83,18.71,1.0
106.236,81.365,6.864,3.22,74.79,918.2,935.0,114.8,102.4,146.3,913.3,8.83,18.74,2.0
106.107,81.384,6.864,3.2,74.81,911.8,927.8,116.6,104.7,145.6,906.7,8.82,18.75,2.0
106.045,81.46,6.084,2.89,75.61,902.9,917.7,113.0,104.0,145.9,907.4,8.86,18.7,3.0
106.398,81.312,6.864,3.25,74.82,920.6,938.7,113.0,102.3,145.9,912.7,8.85,18.72,2.0
106.244,81.321,6.968,3.3,74.8,909.9,925.8,113.0,102.7,146.0,906.6,8.78,18.78,2.0
106.124,81.251,6.968,3.25,74.8,909.2,923.9,117.2,105.3,145.7,912.0,8.8,18.77,2.0
106.316,81.441,7.124,3.25,74.81,910.3,927.8,111.5,103.5,145.3,908.1,8.81,18.76,2.0
106.46427292821626,80.411,6.864,3.1899140863701323,74.82,908.6,918.2,120.5,106.48645096823525,148.1,882.3,8.76,18.77,1.0
106.288,81.394,6.968,3.25,74.83,922.3,940.2,113.0,104.0,146.7,912.4,8.81,18.75,2.0
105.832,80.971,6.968,3.2,74.8,901.6,919.9,117.2,104.6,145.9,916.3,8.83,18.74,2.0
106.277,81.464,7.124,3.16,74.81,883.2,900.0,117.5,106.6,145.9,926.2,8.85,18.72,1.0
106.274739059901,81.162,7.228,3.1779406842269857,74.83,879.7630138050932,904.0,120.5,106.7,145.6,933.1,8.85,18.73,1.0
105.859,81.155,6.188,3.31,75.74,892.2,913.8,127.0,106.9,145.8,886.5,8.75,18.82,3.0
106.29,81.198,6.968,3.23,74.81,908.4,926.7,125.2,105.5,145.9,909.9,8.8,18.77,2.0
105.944,80.411,6.864,3.16,74.81,920.8398389861608,926.3,120.5,104.3,145.9,920.2,8.68,18.77,1.0
105.918,81.165,6.188,3.31,75.74,889.6,914.5,118.1,107.1,145.9,888.9,8.76,18.81,3.0
105.811,81.084,6.188,3.39,75.74,891.1,916.4,116.0,104.8,145.9,885.3,8.75,18.81,3.0
106.458,81.471,7.228,3.2,74.82,879.8,896.8,127.3,106.2,145.9,923.9,8.82,18.75,1.0
106.46485436986428,81.437,6.968,3.197084137350969,74.81,903.1,904.0,120.5,106.53032551088889,145.6,922.3,8.85,18.75,1.0
106.44547799139782,81.362,6.864,3.1978682397212697,74.83,878.8438011574481,938.2,120.5,104.9,147.0,920.2,8.8,18.75,1.0
106.308,81.435,6.968,3.16,74.81,881.5,899.2,119.6,105.0,147.1,921.9,8.81,18.76,1.0
106.151,81.486,6.084,2.87,75.65,905.3,920.1,119.3,105.9,146.2,895.6,8.92,18.65,4.0
105.963,81.193,6.968,3.17,74.8,908.8,923.4,116.3,106.9,147.7,925.7,8.86,18.71,1.0
105.913,81.169,6.188,3.31,75.74,891.8,912.7,118.4,106.1,146.3,881.8,8.78,18.79,4.0
106.145,81.653,7.644,2.89,75.62,905.1,918.8,116.3,105.3,145.5,898.1,8.82,18.74,4.0
106.463,81.413,6.968,3.19,74.82,880.2,897.7,118.1,106.1,145.5,920.6,8.78,18.78,1.0
106.358,81.445,6.968,3.19,74.81,882.1,900.0,115.1,104.6,145.4,931.0,8.88,18.68,2.0
106.052,81.969,11.128,2.9,75.63,899.0,917.5,119.3,106.0,148.1,892.4,8.88,18.69,4.0
106.282,81.294,6.968,3.32,74.81,917.5,937.8,114.2,101.5,146.8,892.9,8.74,18.83,2.0
106.013,81.09,6.968,3.17,74.8,907.2,923.9,114.8,106.5,146.0,914.7,8.83,18.74,2.0
106.107,82.038,10.972,2.95,75.62,903.5,917.5,116.0,104.0,145.4,885.6,8.88,18.68,4.0
106.026,81.456,6.084,2.87,75.63,906.8,922.5,122.3,106.6,144.9,905.6,8.92,18.65,4.0
106.053,82.114,11.128,2.97,75.64,903.3,920.1,110.6,103.4,145.9,888.0,8.89,18.67,4.0
106.155,81.333,6.968,3.29,74.82,908.3,926.5,119.0,103.2,146.4,905.3,8.79,18.77,2.0
106.017,80.955,6.968,3.12,74.81,921.0,937.0,125.2,111.0,145.5,915.6,8.86,18.71,2.0
105.904,81.226,6.292,3.34,75.73,895.5,913.8,115.1,104.1,146.1,889.1,8.76,18.81,3.0
106.008,81.25,7.124,3.18,74.82,909.2,925.4,112.7,104.5,146.0,924.2,8.85,18.72,1.0
105.913,81.266,6.188,3.43,75.73,889.8,909.6,114.5,100.9,145.8,868.9,8.72,18.85,3.0
105.999,81.07,7.851999999999999,3.1,74.81,921.2,937.0,126.7,111.1,146.2,925.3,8.9,18.67,2.0
106.06,82.069,11.128,2.98,75.65,901.1,917.7,110.9,101.5,146.5,880.5,8.81,18.75,4.0
105.918,81.324,6.292,3.29,75.74,895.2,913.1,115.7,106.7,146.3,895.2,8.81,18.76,3.0
106.082,82.112,10.972,2.99,75.64,903.3,916.9,115.1,104.1,145.3,882.1,8.82,18.75,4.0
106.1,82.096,11.128,2.92,75.63,903.1,920.3,114.2,104.2,145.9,884.1,8.76,18.8,4.0
106.063,82.033,10.868,2.87,75.65,902.2,918.4,118.7,105.5,144.8,900.5,8.92,18.65,4.0
106.11,82.066,11.128,3.02,75.62,901.4,918.6,109.4,101.2,145.3,862.5,8.76,18.81,3.0
105.926,81.309,6.239999999999999,3.35,75.73,895.3,913.6,113.3,103.2,145.6,880.6,8.77,18.8,3.0
106.073,82.085,11.128,3.05,75.62,899.6,916.4,116.6,100.2,145.9,869.3,8.76,18.81,4.0
106.175,81.953,11.128,2.96,75.65,900.1,916.2,115.7,104.8,146.5,898.0,8.92,18.65,4.0
106.256,81.421,6.968,3.28,74.83,908.6,925.2,111.8,103.2,146.4,909.1,8.8,18.76,2.0
106.05,82.083,11.128,3.01,75.65,900.3,917.1,119.3,102.2,146.5,879.2,8.78,18.78,4.0
106.11,82.066,11.128,2.94,75.65,900.3,915.8,119.3,104.7,145.4,888.7,8.85,18.72,4.0
106.078,81.948,11.128,2.99,75.63,901.6,918.8,113.0,103.3,145.7,883.4,8.86,18.71,4.0
106.211,81.356,6.968,3.19,74.81,913.2,929.3,116.6,104.9,145.6,921.9,8.82,18.75,2.0
106.27414651058466,80.617,6.968,3.16,74.81,908.6,919.9,120.5,106.37023838981888,147.0,930.5,8.84,18.71,1.0
106.4537481165243,81.343,6.864,3.1812043187475285,74.82,919.281490680268,904.0,127.3,106.47795079942878,147.0,882.3,8.8,18.73,1.0
105.967,81.126,7.02,3.22,74.83,907.7,923.8,119.6,104.4,145.7,917.6,8.83,18.73,2.0
106.068,81.313,7.124,3.2,74.81,911.0,929.5,114.8,104.6,145.7,923.7,8.83,18.73,2.0
106.237,81.402,6.864,3.190081784485884,74.81,886.9,902.7623253550414,113.9,104.9,147.0,917.5,8.81,18.75,1.0
105.946,81.144,6.188,3.27,75.77,890.9,912.5,117.2,108.6,146.1,902.5,8.82,18.75,3.0
106.521,81.371,6.968,3.17,74.82,881.0,898.5,120.8,106.5,146.1,930.5,8.93,18.64,2.0
106.289,81.35,6.968,3.22,74.83,913.1,929.5,113.3,102.3,146.3,908.7,8.83,18.74,2.0
106.045,82.007,10.504,2.88,75.62,904.8,921.4,117.5,106.7,145.5,898.1,8.9,18.67,4.0
106.237,81.402,6.864,3.2,74.81,879.4671075689242,938.2,116.9,106.57970029067974,145.9,882.3,8.82,18.75,1.0
105.782,80.787,6.968,3.28,74.82,915.6,933.5,114.5,105.0,145.5,905.8,8.83,18.74,2.0
106.088,82.045,11.18,2.98,75.61,900.9,918.4,109.7,101.9,145.6,867.3,8.79,18.78,4.0
106.221,81.328,6.968,3.25,74.81,908.6,927.1,115.7,103.0,146.8,906.9,8.81,18.76,2.0
106.124,82.144,11.128,2.99,75.62,900.3,916.4,115.1,101.4,145.2,872.9,8.78,18.79,4.0
105.449,81.343,6.968,3.180028975790353,74.82,920.672030829775,904.0,127.3,104.3,147.6,874.6,8.81,18.71,1.0
105.944,81.471,6.864,3.22,74.81,886.9,904.0,120.5,106.55781664610942,145.6,920.2,8.59,18.71,1.0
106.46058806551189,81.437,6.864,3.198863133065032,74.81,878.8286026055946,904.0,116.9,106.2,145.8,933.1,8.83,18.8,1.0
106.079,82.145,11.128,2.95,75.61,900.3,916.4,110.3,101.5,145.3,874.7,8.85,18.72,4.0
106.016,81.58,6.084,2.86,75.64,902.7,922.5,116.3,108.5,146.3,906.9,8.92,18.65,4.0
105.804,81.234,6.292,3.29,75.75,889.8,915.6,116.3,107.3,146.1,906.1,8.8,18.76,3.0
106.204,81.322,6.864,3.24,74.83,912.3,930.2,112.7,101.4,147.4,902.5,8.81,18.76,2.0
106.02,81.096,6.968,3.14,74.81,907.9,923.9,116.6,107.2,146.3,917.7,8.84,18.73,2.0
